ChemicalName,ChemicalID,PhenotypeName,PhenotypeID,CoMentionedTerms,Organism,OrganismID,Interaction,InteractionActionsAnatomyTerms,InferenceGeneSymbols
11-methyleneprostaglandin D2,C516972,,regulation of metabolic process,GO:0019222,Caffeine^D002110^MESH,Rattus norvegicus,10116.0,[Caffeine affects regulation of metabolic process] which results in increased abundance of 11-methyleneprostaglandin D2,affects^phenotype|increases^abundance
1-(1-naphthyl)piperazine,C048241,57536-86-4,apoptotic process,GO:0006915,,Homo sapiens,9606.0,1-(1-naphthyl)piperazine results in increased apoptotic process,increases^phenotype
1-(1-naphthyl)piperazine,C048241,57536-86-4,cell growth,GO:0016049,,Homo sapiens,9606.0,1-(1-naphthyl)piperazine results in decreased cell growth,decreases^phenotype
1-(1-naphthyl)piperazine,C048241,57536-86-4,negative regulation of colon smooth muscle contraction,GO:1904342,Serotonin^D012701^MESH,Cavia porcellus,10141.0,1-(1-naphthyl)piperazine inhibits the reaction [Serotonin results in increased negative regulation of colon smooth muscle contraction],decreases^reaction|increases^phenotype
1-(1-naphthyl)piperazine,C048241,57536-86-4,negative regulation of mitotic cell cycle,GO:0045930,,Homo sapiens,9606.0,1-(1-naphthyl)piperazine results in increased negative regulation of mitotic cell cycle,increases^phenotype
1-(1-naphthyl)piperazine,C048241,57536-86-4,reactive oxygen species biosynthetic process,GO:1903409,,Homo sapiens,9606.0,1-(1-naphthyl)piperazine results in increased reactive oxygen species biosynthetic process,increases^phenotype
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,DNA methylation on cytosine within a CG sequence,GO:0010424,Cannabinoids^D002186^MESH,Homo sapiens,9606.0,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects DNA methylation on cytosine within a CG sequence,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,lipid metabolic process,GO:0006629,Dronabinol^D013759^MESH,Mus musculus,10090.0,[Dronabinol affects lipid metabolic process] which results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,affects^phenotype|increases^abundance
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,spermatogenesis,GO:0007283,Cannabinoids^D002186^MESH,Homo sapiens,9606.0,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which results in decreased spermatogenesis,decreases^phenotype|increases^abundance
11-octadecenoic acid,C050413,143-25-9,lipid metabolic process,GO:0006629,"4,4'-hexafluorisopropylidene diphenol^C583074^MESH",Danio rerio,7955.0,"[4,4'-hexafluorisopropylidene diphenol affects lipid metabolic process] which affects the abundance of 11-octadecenoic acid",affects^abundance|affects^phenotype
11-octadecenoic acid,C050413,143-25-9,lipid metabolic process,GO:0006629,bisphenol A^C006780^MESH,Danio rerio,7955.0,[bisphenol A affects lipid metabolic process] which affects the abundance of 11-octadecenoic acid,affects^abundance|affects^phenotype
11-octadecenoic acid,C050413,143-25-9,lipid metabolic process,GO:0006629,bisphenol B^C492482^MESH,Danio rerio,7955.0,[bisphenol B affects lipid metabolic process] which affects the abundance of 11-octadecenoic acid,affects^abundance|affects^phenotype
11-octadecenoic acid,C050413,143-25-9,lipid metabolic process,GO:0006629,bisphenol F^C000611646^MESH,Danio rerio,7955.0,[bisphenol F affects lipid metabolic process] which affects the abundance of 11-octadecenoic acid,affects^abundance|affects^phenotype
11-octadecenoic acid,C050413,143-25-9,regulation of fatty acid metabolic process,GO:0019217,beta-hexachlorocyclohexane^C023888^MESH,Mus musculus,10090.0,[beta-hexachlorocyclohexane affects regulation of fatty acid metabolic process] which results in increased abundance of 11-octadecenoic acid,affects^phenotype|increases^abundance
11-octadecenoic acid,C050413,143-25-9,regulation of fatty acid metabolic process,GO:0019217,Dichlorodiphenyl Dichloroethylene^D003633^MESH,Mus musculus,10090.0,[Dichlorodiphenyl Dichloroethylene affects regulation of fatty acid metabolic process] which results in increased abundance of 11-octadecenoic acid,affects^phenotype|increases^abundance
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,C435044,,positive regulation of p38MAPK cascade,GO:1900745,tricarbonyldichlororuthenium (II) dimer^C447082^MESH,Homo sapiens,9606.0,1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol inhibits the reaction [tricarbonyldichlororuthenium (II) dimer results in increased positive regulation of p38MAPK cascade],decreases^reaction|increases^phenotype
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,C435044,,positive regulation of phosphatidylinositol 3-kinase activity,GO:0043552,IL1B^3553^GENE,,,1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol inhibits the reaction [IL1B protein affects positive regulation of phosphatidylinositol 3-kinase activity],affects^phenotype|decreases^reaction
11-oxoeicosatetraenoic acid,C571448,,cell population proliferation,GO:0008283,,Homo sapiens,9606.0,11-oxoeicosatetraenoic acid analog results in decreased cell population proliferation,decreases^phenotype
11-oxoeicosatetraenoic acid,C571448,,cell population proliferation,GO:0008283,,Homo sapiens,9606.0,11-oxoeicosatetraenoic acid results in decreased cell population proliferation,decreases^phenotype
1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone,C569194,,action potential,GO:0001508,,Rattus norvegicus,10116.0,1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone results in decreased action potential,decreases^phenotype
"12,13-dihydroxyoctadecenoic acid",C425204,,metabolic process,GO:0008152,Plant Extracts^D010936^MESH|Sodium Fluoride^D012969^MESH,Rattus norvegicus,10116.0,"Plant Extracts inhibits the reaction [[Sodium Fluoride affects metabolic process] which results in decreased abundance of 12,13-dihydroxyoctadecenoic acid]",affects^phenotype|decreases^abundance|decreases^reaction
"12,13-dihydroxyoctadecenoic acid",C425204,,metabolic process,GO:0008152,Sodium Fluoride^D012969^MESH,Rattus norvegicus,10116.0,"[Sodium Fluoride affects metabolic process] which results in decreased abundance of 12,13-dihydroxyoctadecenoic acid",affects^phenotype|decreases^abundance
"1,23,25-trihydroxyvitamin D3",C038789,86701-33-9,steroid metabolic process,GO:0008202,sodium arsenate^C009277^MESH,Azumapecten farreri,106299.0,"[sodium arsenate affects steroid metabolic process] which results in decreased abundance of 1,23,25-trihydroxyvitamin D3",affects^phenotype|decreases^abundance
"1,2,3,4,6,7,8-heptachlorodibenzodioxin",C046839,35822-46-9,regulation of blood pressure,GO:0008217,,Homo sapiens,9606.0,"1,2,3,4,6,7,8-heptachlorodibenzodioxin affects regulation of blood pressure",affects^phenotype
"1,2,3,4,6,7,8-heptachlorodibenzofuran",C473650,,regulation of blood pressure,GO:0008217,,Homo sapiens,9606.0,"1,2,3,4,6,7,8-heptachlorodibenzofuran affects regulation of blood pressure",affects^phenotype
"1,2,3,4,6,7,8-heptachlorodibenzofuran",C473650,,triglyceride metabolic process,GO:0006641,,Homo sapiens,9606.0,"1,2,3,4,6,7,8-heptachlorodibenzofuran affects triglyceride metabolic process",affects^phenotype
"1,2,3,4,6,7-hexachlorinated naphthalene",C412791,,cellular response to DNA damage stimulus,GO:0006974,,Homo sapiens,9606.0,"1,2,3,4,6,7-hexachlorinated naphthalene results in increased cellular response to DNA damage stimulus",increases^phenotype
"1,2,3,4,7,8-hexachlorodibenzofuran",C051412,70648-26-9,regulation of blood pressure,GO:0008217,,Homo sapiens,9606.0,"1,2,3,4,7,8-hexachlorodibenzofuran affects regulation of blood pressure",affects^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,apoptotic process,GO:0006915,Propofol^D015742^MESH,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole promotes the reaction [Propofol results in increased apoptotic process],increases^phenotype|increases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,calcium ion homeostasis,GO:0055074,Diosgenin^D004144^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Diosgenin affects calcium ion homeostasis],affects^phenotype|decreases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,calcium ion homeostasis,GO:0055074,Gallic Acid^D005707^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Gallic Acid affects calcium ion homeostasis],affects^phenotype|decreases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,calcium ion homeostasis,GO:0055074,Doxorubicin^D004317^MESH,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Doxorubicin affects calcium ion homeostasis],affects^phenotype|decreases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,calcium ion import,GO:0070509,pyrene^C030984^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [pyrene results in increased calcium ion import],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,calcium ion import,GO:0070509,Timolol^D013999^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Timolol results in increased calcium ion import],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,cellular calcium ion homeostasis,GO:0006874,Amitriptyline^D000639^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Amitriptyline affects cellular calcium ion homeostasis],affects^phenotype|decreases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,cellular calcium ion homeostasis,GO:0006874,Cytochalasin B^D003571^MESH,Homo sapiens,9606.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Cytochalasin B affects cellular calcium ion homeostasis],affects^phenotype|decreases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,cellular calcium ion homeostasis,GO:0006874,Calcium^D002118^MESH|Lipopolysaccharides^D008070^MESH,Mus musculus,10090.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [[Lipopolysaccharides affects cellular calcium ion homeostasis] which results in increased abundance of Calcium],affects^phenotype|decreases^reaction|increases^abundance
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,histamine secretion mediated by immunoglobulin,GO:0097280,GAST^2520^GENE,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [GAST protein results in increased histamine secretion mediated by immunoglobulin],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,inorganic cation import across plasma membrane,GO:0098659,AGT^183^GENE,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [AGT protein modified form results in increased inorganic cation import across plasma membrane],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,learning,GO:0007612,Propofol^D015742^MESH,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole promotes the reaction [Propofol affects learning],affects^phenotype|increases^reaction
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,manganese ion transmembrane transport,GO:0071421,ADCYAP1^116^GENE,Bos taurus,9913.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [ADCYAP1 protein modified form results in increased manganese ion transmembrane transport],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,manganese ion transmembrane transport,GO:0071421,ADCYAP1^116^GENE|Manganese^D008345^MESH,Bos taurus,9913.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [[ADCYAP1 protein modified form results in increased manganese ion transmembrane transport] which results in increased uptake of Manganese],decreases^reaction|increases^phenotype|increases^uptake
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,manganese ion transmembrane transport,GO:0071421,Thapsigargin^D019284^MESH,Bos taurus,9913.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [Thapsigargin results in increased manganese ion transmembrane transport],decreases^reaction|increases^phenotype
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,manganese ion transmembrane transport,GO:0071421,Manganese^D008345^MESH|Thapsigargin^D019284^MESH,Bos taurus,9913.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole inhibits the reaction [[Thapsigargin results in increased manganese ion transmembrane transport] which results in increased uptake of Manganese],decreases^reaction|increases^phenotype|increases^uptake
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,C063159,130495-35-1,memory,GO:0007613,Propofol^D015742^MESH,Rattus norvegicus,10116.0,1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole promotes the reaction [Propofol affects memory],affects^phenotype|increases^reaction
